delivery_id,order_id,order_date,estimated_delivery_date,delivered_date,delivery_partner,delivery_status
DLV05607,ORD05607,2025-06-22,2025-06-25,,Blue Dart,Failed
DLV05608,ORD05608,2025-02-13,2025-02-19,,Delhivery,Failed
DLV05609,ORD05609,2025-01-30,2025-02-05,,Blue Dart,Out for Delivery
DLV05610,ORD05610,2025-10-29,2025-11-02,,DTDC,Failed
DLV05611,ORD05611,2025-02-13,2025-02-17,,Ecom Express,Delayed
DLV05612,ORD05612,2025-01-11,2025-01-18,,XpressBees,Failed
DLV05613,ORD05613,2025-09-12,2025-09-16,,Delhivery,Delayed
DLV05614,ORD05614,2025-11-29,2025-12-02,,XpressBees,Delayed
DLV05615,ORD05615,2025-03-01,2025-03-04,,Blue Dart,Delayed
DLV05616,ORD05616,2025-09-26,2025-10-02,,DTDC,In Transit
DLV05617,ORD05617,2025-05-31,2025-06-07,,Blue Dart,In Transit
DLV05618,ORD05618,2025-10-11,2025-10-14,,DTDC,In Transit
DLV05619,ORD05619,2025-07-20,2025-07-22,,Delhivery,Failed
DLV05620,ORD05620,2025-10-10,2025-10-15,,Delhivery,Out for Delivery
DLV05621,ORD05621,2025-01-31,2025-02-05,,Delhivery,Failed
DLV05622,ORD05622,2025-04-01,2025-04-03,2025-04-05,DTDC,Delivered
DLV05623,ORD05623,2025-06-29,2025-07-02,,Delhivery,Failed
DLV05624,ORD05624,2025-02-17,2025-02-20,,XpressBees,Delayed
DLV05625,ORD05625,2025-08-14,2025-08-18,,Ecom Express,In Transit
DLV05626,ORD05626,2025-06-17,2025-06-20,,DTDC,Delayed
DLV05627,ORD05627,2025-06-10,2025-06-12,,DTDC,Delayed
DLV05628,ORD05628,2025-10-19,2025-10-21,,Ecom Express,Out for Delivery
DLV05629,ORD05629,2025-01-19,2025-01-21,,Delhivery,Failed
DLV05630,ORD05630,2025-02-28,2025-03-05,,Ecom Express,In Transit
DLV05631,ORD05631,2025-03-10,2025-03-16,,Ecom Express,Out for Delivery
DLV05632,ORD05632,2025-07-19,2025-07-21,,DTDC,In Transit
DLV05633,ORD05633,2025-11-30,2025-12-06,,DTDC,Delayed
DLV05634,ORD05634,2025-02-28,2025-03-06,,XpressBees,Delayed
DLV05635,ORD05635,2025-12-19,2025-12-26,2025-12-25,Delhivery,Delivered
DLV05636,ORD05636,2025-02-24,2025-02-26,,DTDC,Failed
DLV05637,ORD05637,2025-06-06,2025-06-13,,Delhivery,Delayed
DLV05638,ORD05638,2025-05-13,2025-05-19,,DTDC,Delayed
DLV05639,ORD05639,2025-03-27,2025-03-30,,XpressBees,Failed
DLV05640,ORD05640,2025-10-20,2025-10-24,,Ecom Express,Out for Delivery
DLV05641,ORD05641,2025-06-28,2025-07-05,2025-07-06,Delhivery,Delivered
DLV05642,ORD05642,2025-05-28,2025-06-01,,Blue Dart,In Transit
DLV05643,ORD05643,2025-09-26,2025-09-30,,XpressBees,Delayed
DLV05644,ORD05644,2025-04-04,2025-04-09,,Ecom Express,Out for Delivery
DLV05645,ORD05645,2025-07-08,2025-07-11,2025-07-13,Blue Dart,Delivered
DLV05646,ORD05646,2025-04-20,2025-04-25,,Ecom Express,In Transit
DLV05647,ORD05647,2025-07-16,2025-07-23,,DTDC,Delayed
DLV05648,ORD05648,2025-09-14,2025-09-18,,Delhivery,In Transit
DLV05649,ORD05649,2025-01-31,2025-02-03,,Ecom Express,Failed
DLV05650,ORD05650,2025-06-15,2025-06-20,,Delhivery,Delayed
DLV05651,ORD05651,2025-08-18,2025-08-21,,Delhivery,Delayed
DLV05652,ORD05652,2025-12-10,2025-12-12,,Delhivery,Out for Delivery
DLV05653,ORD05653,2025-07-13,2025-07-16,,XpressBees,In Transit
DLV05654,ORD05654,2025-04-10,2025-04-12,,Delhivery,Delayed
DLV05655,ORD05655,2025-09-08,2025-09-13,2025-09-13,Blue Dart,Delivered
DLV05656,ORD05656,2025-12-16,2025-12-22,,DTDC,In Transit
DLV05657,ORD05657,2025-10-14,2025-10-20,,Delhivery,In Transit
DLV05658,ORD05658,2025-10-21,2025-10-26,2025-10-28,DTDC,Delivered
DLV05659,ORD05659,2025-07-08,2025-07-12,,Delhivery,Out for Delivery
DLV05660,ORD05660,2025-04-25,2025-05-01,,DTDC,Failed
DLV05661,ORD05661,2025-07-29,2025-08-04,,XpressBees,Delayed
DLV05662,ORD05662,2025-06-02,2025-06-05,,Ecom Express,Failed
DLV05663,ORD05663,2025-10-20,2025-10-22,,Ecom Express,Failed
DLV05664,ORD05664,2025-04-11,2025-04-18,2025-04-19,Blue Dart,Delivered
DLV05665,ORD05665,2025-08-30,2025-09-06,,DTDC,Out for Delivery
DLV05666,ORD05666,2025-10-28,2025-10-30,,Ecom Express,In Transit
DLV05667,ORD05667,2025-09-10,2025-09-13,,Blue Dart,Delayed
DLV05668,ORD05668,2025-10-01,2025-10-05,2025-10-06,XpressBees,Delivered
DLV05669,ORD05669,2025-03-29,2025-04-05,,Delhivery,Failed
DLV05670,ORD05670,2025-06-05,2025-06-10,2025-06-12,XpressBees,Delivered
DLV05671,ORD05671,2025-09-11,2025-09-15,2025-09-18,XpressBees,Delivered
DLV05672,ORD05672,2025-09-08,2025-09-15,2025-09-17,Blue Dart,Delivered
DLV05673,ORD05673,2025-03-25,2025-03-29,2025-04-01,XpressBees,Delivered
DLV05674,ORD05674,2025-07-30,2025-08-05,2025-08-08,Delhivery,Delivered
DLV05675,ORD05675,2025-01-01,2025-01-05,,DTDC,Out for Delivery
DLV05676,ORD05676,2025-06-07,2025-06-14,2025-06-17,XpressBees,Delivered
DLV05677,ORD05677,2025-12-13,2025-12-18,,Ecom Express,Delayed
DLV05678,ORD05678,2025-02-24,2025-02-26,,Delhivery,Out for Delivery
DLV05679,ORD05679,2025-12-16,2025-12-20,,DTDC,Failed
DLV05680,ORD05680,2025-04-03,2025-04-08,2025-04-09,Ecom Express,Delivered
DLV05681,ORD05681,2025-05-26,2025-05-28,,DTDC,In Transit
DLV05682,ORD05682,2025-09-22,2025-09-29,,Ecom Express,In Transit
DLV05683,ORD05683,2025-03-30,2025-04-05,,XpressBees,In Transit
DLV05684,ORD05684,2025-10-10,2025-10-17,,Ecom Express,Out for Delivery
DLV05685,ORD05685,2025-02-20,2025-02-25,,XpressBees,Delayed
DLV05686,ORD05686,2025-06-04,2025-06-08,,XpressBees,Delayed
DLV05687,ORD05687,2025-04-27,2025-05-01,,DTDC,Out for Delivery
DLV05688,ORD05688,2025-08-30,2025-09-04,2025-09-07,XpressBees,Delivered
DLV05689,ORD05689,2025-03-11,2025-03-17,,DTDC,Failed
DLV05690,ORD05690,2025-09-25,2025-09-30,2025-09-29,Delhivery,Delivered
DLV05691,ORD05691,2025-02-21,2025-02-27,2025-03-01,Delhivery,Delivered
DLV05692,ORD05692,2025-01-31,2025-02-05,,XpressBees,Delayed
DLV05693,ORD05693,2025-04-30,2025-05-03,,Ecom Express,Failed
DLV05694,ORD05694,2025-09-01,2025-09-03,,Ecom Express,Failed
DLV05695,ORD05695,2025-01-27,2025-02-02,2025-02-05,XpressBees,Delivered
DLV05696,ORD05696,2025-03-01,2025-03-03,,XpressBees,In Transit
DLV05697,ORD05697,2025-05-14,2025-05-18,,Ecom Express,In Transit
DLV05698,ORD05698,2025-10-12,2025-10-17,,Delhivery,Delayed
DLV05699,ORD05699,2025-05-28,2025-05-31,,Delhivery,Out for Delivery
DLV05700,ORD05700,2025-08-18,2025-08-25,,XpressBees,In Transit
DLV05701,ORD05701,2025-08-18,2025-08-24,,Blue Dart,Delayed
DLV05702,ORD05702,2025-04-27,2025-05-02,,Ecom Express,Out for Delivery
DLV05703,ORD05703,2025-04-13,2025-04-16,,Ecom Express,In Transit
DLV05704,ORD05704,2025-01-14,2025-01-19,,Delhivery,In Transit
DLV05705,ORD05705,2025-05-31,2025-06-04,,XpressBees,Delayed
DLV05706,ORD05706,2025-12-17,2025-12-24,,XpressBees,In Transit
DLV05707,ORD05707,2025-08-29,2025-09-05,2025-09-05,Delhivery,Delivered
DLV05708,ORD05708,2025-01-17,2025-01-20,,XpressBees,Failed
DLV05709,ORD05709,2025-08-02,2025-08-08,2025-08-07,XpressBees,Delivered
DLV05710,ORD05710,2025-07-07,2025-07-14,,Ecom Express,Out for Delivery
DLV05711,ORD05711,2025-02-05,2025-02-12,,Ecom Express,In Transit
DLV05712,ORD05712,2025-08-20,2025-08-26,,Delhivery,Failed
DLV05713,ORD05713,2025-03-12,2025-03-18,,DTDC,Out for Delivery
DLV05714,ORD05714,2025-04-16,2025-04-22,,Blue Dart,Failed
DLV05715,ORD05715,2025-04-09,2025-04-12,,Delhivery,Failed
DLV05716,ORD05716,2025-02-03,2025-02-09,2025-02-10,Ecom Express,Delivered
DLV05717,ORD05717,2025-06-20,2025-06-24,,Blue Dart,Failed
DLV05718,ORD05718,2025-10-08,2025-10-12,,DTDC,Out for Delivery
DLV05719,ORD05719,2025-11-26,2025-12-01,2025-12-01,XpressBees,Delivered
DLV05720,ORD05720,2025-11-25,2025-11-29,,Ecom Express,Out for Delivery
DLV05721,ORD05721,2025-08-02,2025-08-08,,Ecom Express,Out for Delivery
DLV05722,ORD05722,2025-08-04,2025-08-07,,Blue Dart,Failed
DLV05723,ORD05723,2025-12-18,2025-12-25,,Ecom Express,Delayed
DLV05724,ORD05724,2025-03-25,2025-03-31,,XpressBees,Out for Delivery
DLV05725,ORD05725,2025-09-16,2025-09-21,,Delhivery,In Transit
DLV05726,ORD05726,2025-09-10,2025-09-17,,Delhivery,Failed
DLV05727,ORD05727,2025-08-07,2025-08-14,,Delhivery,Out for Delivery
DLV05728,ORD05728,2025-08-21,2025-08-24,,XpressBees,Out for Delivery
DLV05729,ORD05729,2025-05-31,2025-06-03,2025-06-02,Blue Dart,Delivered
DLV05730,ORD05730,2025-11-08,2025-11-15,2025-11-15,Blue Dart,Delivered
DLV05731,ORD05731,2025-06-26,2025-06-29,,Blue Dart,Delayed
DLV05732,ORD05732,2025-04-12,2025-04-17,,DTDC,Out for Delivery
DLV05733,ORD05733,2025-01-11,2025-01-18,,Delhivery,Failed
DLV05734,ORD05734,2025-07-31,2025-08-05,,XpressBees,Delayed
DLV05735,ORD05735,2025-09-14,2025-09-21,,Blue Dart,Delayed
DLV05736,ORD05736,2025-11-27,2025-11-30,,Delhivery,Out for Delivery
DLV05737,ORD05737,2025-04-19,2025-04-26,,Delhivery,Out for Delivery
DLV05738,ORD05738,2025-12-22,2025-12-27,,DTDC,Out for Delivery
DLV05739,ORD05739,2025-01-29,2025-02-03,2025-02-06,Delhivery,Delivered
DLV05740,ORD05740,2025-03-20,2025-03-23,,DTDC,Delayed
DLV05741,ORD05741,2025-11-17,2025-11-24,,Blue Dart,In Transit
DLV05742,ORD05742,2025-01-13,2025-01-18,,DTDC,In Transit
DLV05743,ORD05743,2025-08-27,2025-09-02,,DTDC,Failed
DLV05744,ORD05744,2025-10-18,2025-10-22,,Blue Dart,Delayed
DLV05745,ORD05745,2025-05-02,2025-05-05,,Delhivery,Failed
DLV05746,ORD05746,2025-01-25,2025-01-27,,Blue Dart,Out for Delivery
DLV05747,ORD05747,2025-06-18,2025-06-20,,Delhivery,Out for Delivery
DLV05748,ORD05748,2025-05-01,2025-05-06,2025-05-09,Blue Dart,Delivered
DLV05749,ORD05749,2025-06-08,2025-06-10,,XpressBees,Failed
DLV05750,ORD05750,2025-03-29,2025-04-05,,Blue Dart,Delayed
DLV05751,ORD05751,2025-01-15,2025-01-22,,Delhivery,Failed
DLV05752,ORD05752,2025-06-22,2025-06-26,,XpressBees,Out for Delivery
DLV05753,ORD05753,2025-12-17,2025-12-21,,Delhivery,Failed
DLV05754,ORD05754,2025-01-06,2025-01-08,,DTDC,Failed
DLV05755,ORD05755,2025-12-18,2025-12-20,,XpressBees,Delayed
DLV05756,ORD05756,2025-12-03,2025-12-05,,DTDC,In Transit
DLV05757,ORD05757,2025-02-27,2025-03-02,2025-03-04,XpressBees,Delivered
DLV05758,ORD05758,2025-02-22,2025-02-24,,XpressBees,Failed
DLV05759,ORD05759,2025-08-26,2025-08-31,,XpressBees,In Transit
DLV05760,ORD05760,2025-02-01,2025-02-08,,XpressBees,Out for Delivery
DLV05761,ORD05761,2025-06-18,2025-06-24,,XpressBees,Out for Delivery
DLV05762,ORD05762,2025-06-04,2025-06-11,,Ecom Express,Failed
DLV05763,ORD05763,2025-11-30,2025-12-05,,XpressBees,Failed
DLV05764,ORD05764,2025-10-11,2025-10-13,,Ecom Express,Delayed
DLV05765,ORD05765,2025-08-13,2025-08-18,,XpressBees,In Transit
DLV05766,ORD05766,2025-11-17,2025-11-23,,DTDC,Delayed
DLV05767,ORD05767,2025-09-15,2025-09-17,,XpressBees,Failed
DLV05768,ORD05768,2025-11-14,2025-11-19,,Delhivery,Failed
DLV05769,ORD05769,2025-09-20,2025-09-26,,Delhivery,Failed
DLV05770,ORD05770,2025-12-17,2025-12-20,,Ecom Express,Out for Delivery
DLV05771,ORD05771,2025-03-20,2025-03-23,,Blue Dart,Delayed
DLV05772,ORD05772,2025-04-09,2025-04-14,,Blue Dart,Failed
DLV05773,ORD05773,2025-09-23,2025-09-28,,DTDC,In Transit
DLV05774,ORD05774,2025-09-05,2025-09-11,,Delhivery,Failed
DLV05775,ORD05775,2025-05-15,2025-05-22,,XpressBees,Delayed
DLV05776,ORD05776,2025-03-26,2025-03-28,,DTDC,In Transit
DLV05777,ORD05777,2025-05-21,2025-05-23,2025-05-22,Blue Dart,Delivered
DLV05778,ORD05778,2025-10-22,2025-10-25,,Ecom Express,Delayed
DLV05779,ORD05779,2025-06-14,2025-06-20,,Ecom Express,Out for Delivery
DLV05780,ORD05780,2025-12-10,2025-12-14,,Delhivery,Failed
DLV05781,ORD05781,2025-06-08,2025-06-10,,Ecom Express,Out for Delivery
DLV05782,ORD05782,2025-11-07,2025-11-12,2025-11-15,XpressBees,Delivered
DLV05783,ORD05783,2025-04-24,2025-04-28,,Ecom Express,Failed
DLV05784,ORD05784,2025-07-20,2025-07-26,,Delhivery,Delayed
DLV05785,ORD05785,2025-04-05,2025-04-08,,XpressBees,In Transit
DLV05786,ORD05786,2025-04-09,2025-04-13,,Ecom Express,Out for Delivery
DLV05787,ORD05787,2025-05-25,2025-05-27,,DTDC,Delayed
DLV05788,ORD05788,2025-02-17,2025-02-23,,XpressBees,In Transit
DLV05789,ORD05789,2025-08-24,2025-08-30,,Blue Dart,Out for Delivery
DLV05790,ORD05790,2025-02-13,2025-02-15,,Ecom Express,Delayed
DLV05791,ORD05791,2025-07-22,2025-07-26,,Blue Dart,Out for Delivery
DLV05792,ORD05792,2025-01-09,2025-01-11,,XpressBees,Delayed
DLV05793,ORD05793,2025-08-09,2025-08-12,,Ecom Express,Out for Delivery
DLV05794,ORD05794,2025-11-18,2025-11-22,,Delhivery,Delayed
DLV05795,ORD05795,2025-02-14,2025-02-20,,Delhivery,Failed
DLV05796,ORD05796,2025-10-29,2025-10-31,,Delhivery,Out for Delivery
DLV05797,ORD05797,2025-04-16,2025-04-21,,Blue Dart,Out for Delivery
DLV05798,ORD05798,2025-03-19,2025-03-25,,Blue Dart,Failed
DLV05799,ORD05799,2025-11-21,2025-11-28,,Delhivery,In Transit
DLV05800,ORD05800,2025-01-03,2025-01-08,,XpressBees,Failed
DLV05801,ORD05801,2025-03-31,2025-04-07,,Ecom Express,In Transit
DLV05802,ORD05802,2025-10-01,2025-10-04,2025-10-05,Ecom Express,Delivered
DLV05803,ORD05803,2025-02-07,2025-02-10,,XpressBees,In Transit
DLV05804,ORD05804,2025-07-07,2025-07-14,,Delhivery,Out for Delivery
DLV05805,ORD05805,2025-12-15,2025-12-19,,XpressBees,Failed
DLV05806,ORD05806,2025-07-03,2025-07-07,,Delhivery,Delayed
DLV05807,ORD05807,2025-03-12,2025-03-14,2025-03-17,Delhivery,Delivered
DLV05808,ORD05808,2025-03-11,2025-03-14,,XpressBees,In Transit
DLV05809,ORD05809,2025-10-21,2025-10-27,,XpressBees,In Transit
DLV05810,ORD05810,2025-07-05,2025-07-10,,Ecom Express,Failed
DLV05811,ORD05811,2025-04-26,2025-04-28,,Delhivery,Delayed
DLV05812,ORD05812,2025-10-25,2025-10-31,,Delhivery,Failed
DLV05813,ORD05813,2025-06-16,2025-06-19,2025-06-19,Ecom Express,Delivered
DLV05814,ORD05814,2025-12-12,2025-12-19,,Delhivery,Failed
DLV05815,ORD05815,2025-12-29,2026-01-03,,Delhivery,Delayed
DLV05816,ORD05816,2025-10-19,2025-10-25,,DTDC,Failed
DLV05817,ORD05817,2025-11-13,2025-11-18,,Blue Dart,Failed
DLV05818,ORD05818,2025-06-06,2025-06-08,,Blue Dart,Failed
DLV05819,ORD05819,2025-01-15,2025-01-18,,Delhivery,In Transit
DLV05820,ORD05820,2025-06-28,2025-07-02,,XpressBees,In Transit
DLV05821,ORD05821,2025-08-28,2025-09-04,,Ecom Express,Failed
DLV05822,ORD05822,2025-02-24,2025-02-28,,DTDC,In Transit
DLV05823,ORD05823,2025-08-29,2025-09-01,2025-09-01,DTDC,Delivered
DLV05824,ORD05824,2025-10-13,2025-10-20,,Blue Dart,Delayed
DLV05825,ORD05825,2025-12-12,2025-12-18,,Ecom Express,Out for Delivery
DLV05826,ORD05826,2025-09-18,2025-09-22,2025-09-25,DTDC,Delivered
DLV05827,ORD05827,2025-12-16,2025-12-23,,Blue Dart,Delayed
DLV05828,ORD05828,2025-01-19,2025-01-25,2025-01-27,Ecom Express,Delivered
DLV05829,ORD05829,2025-10-07,2025-10-10,,DTDC,Delayed
DLV05830,ORD05830,2025-04-17,2025-04-24,,Blue Dart,Failed
DLV05831,ORD05831,2025-09-11,2025-09-17,,Blue Dart,In Transit
DLV05832,ORD05832,2025-03-27,2025-04-01,,XpressBees,Delayed
DLV05833,ORD05833,2025-07-19,2025-07-24,,Blue Dart,Delayed
DLV05834,ORD05834,2025-05-06,2025-05-13,2025-05-12,Ecom Express,Delivered
DLV05835,ORD05835,2025-08-14,2025-08-20,2025-08-21,Delhivery,Delivered
DLV05836,ORD05836,2025-03-05,2025-03-09,,Delhivery,Failed
DLV05837,ORD05837,2025-10-04,2025-10-11,,Ecom Express,Failed
DLV05838,ORD05838,2025-09-02,2025-09-06,,DTDC,Delayed
DLV05839,ORD05839,2025-09-25,2025-09-30,,Blue Dart,Out for Delivery
DLV05840,ORD05840,2025-01-06,2025-01-13,2025-01-12,Blue Dart,Delivered
DLV05841,ORD05841,2025-07-29,2025-08-01,,Delhivery,Delayed
DLV05842,ORD05842,2025-09-09,2025-09-12,,Delhivery,In Transit
DLV05843,ORD05843,2025-04-05,2025-04-11,2025-04-10,Delhivery,Delivered
DLV05844,ORD05844,2025-07-10,2025-07-15,,XpressBees,Out for Delivery
DLV05845,ORD05845,2025-06-18,2025-06-23,2025-06-26,DTDC,Delivered
DLV05846,ORD05846,2025-04-02,2025-04-07,,DTDC,Failed
DLV05847,ORD05847,2025-12-20,2025-12-24,,Delhivery,In Transit
DLV05848,ORD05848,2025-08-26,2025-08-30,,Ecom Express,Out for Delivery
DLV05849,ORD05849,2025-11-10,2025-11-13,,Delhivery,Delayed
DLV05850,ORD05850,2025-07-02,2025-07-05,,Delhivery,In Transit
DLV05851,ORD05851,2025-01-23,2025-01-25,,DTDC,Out for Delivery
DLV05852,ORD05852,2025-02-15,2025-02-17,2025-02-18,Blue Dart,Delivered
DLV05853,ORD05853,2025-10-12,2025-10-15,,DTDC,Delayed
DLV05854,ORD05854,2025-08-14,2025-08-19,,XpressBees,Failed
DLV05855,ORD05855,2025-03-12,2025-03-15,,Ecom Express,Delayed
DLV05856,ORD05856,2025-01-21,2025-01-24,2025-01-27,XpressBees,Delivered
DLV05857,ORD05857,2025-10-23,2025-10-28,,XpressBees,Failed
DLV05858,ORD05858,2025-08-24,2025-08-29,,DTDC,Delayed
DLV05859,ORD05859,2025-01-13,2025-01-15,2025-01-14,Blue Dart,Delivered
DLV05860,ORD05860,2025-10-05,2025-10-10,,Ecom Express,Delayed
DLV05861,ORD05861,2025-09-20,2025-09-24,,Ecom Express,Out for Delivery
DLV05862,ORD05862,2025-03-21,2025-03-25,,XpressBees,Failed
DLV05863,ORD05863,2025-07-30,2025-08-04,,Blue Dart,In Transit
DLV05864,ORD05864,2025-07-30,2025-08-02,2025-08-02,Blue Dart,Delivered
DLV05865,ORD05865,2025-09-24,2025-09-28,,Ecom Express,Out for Delivery
DLV05866,ORD05866,2025-09-12,2025-09-17,,Ecom Express,Failed
DLV05867,ORD05867,2025-11-29,2025-12-02,,Delhivery,In Transit
DLV05868,ORD05868,2025-11-06,2025-11-08,,XpressBees,Out for Delivery
DLV05869,ORD05869,2025-12-02,2025-12-06,2025-12-08,Blue Dart,Delivered
DLV05870,ORD05870,2025-01-01,2025-01-04,,DTDC,In Transit
DLV05871,ORD05871,2025-09-09,2025-09-14,,Blue Dart,In Transit
DLV05872,ORD05872,2025-12-27,2025-12-30,2025-12-29,Delhivery,Delivered
DLV05873,ORD05873,2025-08-14,2025-08-21,,Ecom Express,Failed
DLV05874,ORD05874,2025-07-18,2025-07-20,,Blue Dart,Delayed
DLV05875,ORD05875,2025-09-11,2025-09-15,,XpressBees,Failed
DLV05876,ORD05876,2025-05-28,2025-05-30,,XpressBees,Failed
DLV05877,ORD05877,2025-02-07,2025-02-10,,DTDC,In Transit
DLV05878,ORD05878,2025-12-13,2025-12-19,,Blue Dart,Delayed
DLV05879,ORD05879,2025-09-14,2025-09-16,,XpressBees,In Transit
DLV05880,ORD05880,2025-09-29,2025-10-03,,DTDC,Delayed
DLV05881,ORD05881,2025-11-07,2025-11-10,,Delhivery,Failed
DLV05882,ORD05882,2025-08-27,2025-09-02,,XpressBees,Failed
DLV05883,ORD05883,2025-08-24,2025-08-30,,Blue Dart,In Transit
DLV05884,ORD05884,2025-12-16,2025-12-22,,DTDC,Out for Delivery
DLV05885,ORD05885,2025-05-07,2025-05-09,,Ecom Express,Out for Delivery
DLV05886,ORD05886,2025-10-03,2025-10-05,,XpressBees,Delayed
DLV05887,ORD05887,2025-11-17,2025-11-24,,Blue Dart,Delayed
DLV05888,ORD05888,2025-09-21,2025-09-28,,DTDC,Delayed
DLV05889,ORD05889,2025-07-20,2025-07-27,,Ecom Express,Out for Delivery
DLV05890,ORD05890,2025-12-04,2025-12-09,,DTDC,Failed
DLV05891,ORD05891,2025-04-19,2025-04-25,,DTDC,In Transit
DLV05892,ORD05892,2025-04-27,2025-05-04,,Ecom Express,Out for Delivery
DLV05893,ORD05893,2025-12-01,2025-12-03,,DTDC,Failed
DLV05894,ORD05894,2025-10-18,2025-10-20,2025-10-20,Ecom Express,Delivered
DLV05895,ORD05895,2025-12-01,2025-12-04,2025-12-06,DTDC,Delivered
DLV05896,ORD05896,2025-11-01,2025-11-07,,XpressBees,Out for Delivery
DLV05897,ORD05897,2025-03-06,2025-03-13,,Delhivery,Failed
DLV05898,ORD05898,2025-02-06,2025-02-10,,XpressBees,In Transit
DLV05899,ORD05899,2025-06-23,2025-06-26,,Delhivery,In Transit
DLV05900,ORD05900,2025-08-18,2025-08-21,,DTDC,Out for Delivery
DLV05901,ORD05901,2025-09-26,2025-10-01,2025-10-04,XpressBees,Delivered
DLV05902,ORD05902,2025-12-08,2025-12-10,,DTDC,Failed
DLV05903,ORD05903,2025-09-13,2025-09-16,,Ecom Express,In Transit
DLV05904,ORD05904,2025-07-19,2025-07-22,,XpressBees,Failed
DLV05905,ORD05905,2025-07-28,2025-07-31,,Ecom Express,Delayed
DLV05906,ORD05906,2025-11-23,2025-11-26,,XpressBees,Out for Delivery
DLV05907,ORD05907,2025-03-07,2025-03-10,,DTDC,In Transit
DLV05908,ORD05908,2025-08-29,2025-09-04,,Delhivery,Out for Delivery
DLV05909,ORD05909,2025-06-22,2025-06-25,,DTDC,Delayed
DLV05910,ORD05910,2025-09-16,2025-09-18,,XpressBees,Failed
DLV05911,ORD05911,2025-11-26,2025-12-03,,Ecom Express,Out for Delivery
DLV05912,ORD05912,2025-10-10,2025-10-15,,XpressBees,In Transit
DLV05913,ORD05913,2025-06-13,2025-06-19,,Delhivery,Delayed
DLV05914,ORD05914,2025-12-19,2025-12-23,,Delhivery,Delayed
DLV05915,ORD05915,2025-12-05,2025-12-08,,XpressBees,Out for Delivery
DLV05916,ORD05916,2025-08-24,2025-08-28,,XpressBees,Out for Delivery
DLV05917,ORD05917,2025-08-07,2025-08-14,,Ecom Express,Delayed
DLV05918,ORD05918,2025-04-04,2025-04-11,,Ecom Express,Delayed
DLV05919,ORD05919,2025-11-03,2025-11-05,,XpressBees,Failed
DLV05920,ORD05920,2025-09-11,2025-09-17,,DTDC,In Transit
DLV05921,ORD05921,2025-08-18,2025-08-25,,XpressBees,In Transit
DLV05922,ORD05922,2025-02-22,2025-02-28,,XpressBees,Out for Delivery
DLV05923,ORD05923,2025-10-22,2025-10-27,,Ecom Express,Out for Delivery
DLV05924,ORD05924,2025-04-16,2025-04-21,,Blue Dart,Out for Delivery
DLV05925,ORD05925,2025-06-16,2025-06-21,,Blue Dart,Delayed
DLV05926,ORD05926,2025-10-11,2025-10-17,,Blue Dart,Delayed
DLV05927,ORD05927,2025-12-26,2025-12-30,,Blue Dart,Delayed
DLV05928,ORD05928,2025-12-23,2025-12-28,,Blue Dart,Out for Delivery
DLV05929,ORD05929,2025-03-08,2025-03-13,2025-03-13,Blue Dart,Delivered
DLV05930,ORD05930,2025-09-04,2025-09-10,,DTDC,Failed
DLV05931,ORD05931,2025-01-24,2025-01-27,2025-01-30,Blue Dart,Delivered
DLV05932,ORD05932,2025-08-04,2025-08-10,,XpressBees,Failed
DLV05933,ORD05933,2025-04-08,2025-04-11,,XpressBees,Out for Delivery
DLV05934,ORD05934,2025-03-05,2025-03-09,,DTDC,Delayed
DLV05935,ORD05935,2025-05-13,2025-05-20,,Blue Dart,Out for Delivery
DLV05936,ORD05936,2025-02-11,2025-02-17,,Delhivery,Delayed
DLV05937,ORD05937,2025-01-20,2025-01-23,,XpressBees,Failed
DLV05938,ORD05938,2025-04-07,2025-04-14,,DTDC,In Transit
DLV05939,ORD05939,2025-01-01,2025-01-04,,Blue Dart,In Transit
DLV05940,ORD05940,2025-02-25,2025-03-04,,Delhivery,In Transit
DLV05941,ORD05941,2025-10-27,2025-11-03,,Blue Dart,Failed
DLV05942,ORD05942,2025-11-20,2025-11-23,,DTDC,Out for Delivery
DLV05943,ORD05943,2025-02-02,2025-02-05,,Delhivery,Out for Delivery
DLV05944,ORD05944,2025-07-29,2025-08-01,,Ecom Express,In Transit
DLV05945,ORD05945,2025-12-12,2025-12-19,,Ecom Express,Failed
DLV05946,ORD05946,2025-10-21,2025-10-27,,Blue Dart,Out for Delivery
DLV05947,ORD05947,2025-06-15,2025-06-18,,Delhivery,Delayed
DLV05948,ORD05948,2025-11-10,2025-11-13,,Blue Dart,Out for Delivery
DLV05949,ORD05949,2025-09-10,2025-09-14,,DTDC,Delayed
DLV05950,ORD05950,2025-02-27,2025-03-03,,DTDC,Delayed
DLV05951,ORD05951,2025-04-13,2025-04-20,2025-04-21,Ecom Express,Delivered
DLV05952,ORD05952,2025-05-22,2025-05-28,,DTDC,Out for Delivery
DLV05953,ORD05953,2025-06-27,2025-07-02,,XpressBees,Out for Delivery
DLV05954,ORD05954,2025-06-01,2025-06-05,,Delhivery,Out for Delivery
DLV05955,ORD05955,2025-12-10,2025-12-13,,XpressBees,In Transit
DLV05956,ORD05956,2025-07-06,2025-07-11,,Ecom Express,Failed
DLV05957,ORD05957,2025-08-20,2025-08-26,2025-08-28,Blue Dart,Delivered
DLV05958,ORD05958,2025-10-02,2025-10-09,,Ecom Express,Out for Delivery
DLV05959,ORD05959,2025-03-05,2025-03-10,,DTDC,Delayed
