product_id,brand,category,sub_category,price,rating,review_count
PRD0666,"Pant, Prakash and Saran",Electronics,Tablets,3046.53,1.5,3375
PRD0667,"Ramachandran, Gera and Dhawan",Beauty & Personal Care,Hair Care,89269.08,1.2,4685
PRD0668,Bava PLC,Clothing,Shoes,487946.19,1.8,4833
PRD0669,Ramanathan-Shukla,Beauty & Personal Care,Fragrances,291695.08,1.6,228
PRD0670,"Peri, Parsa and Kumer",Electronics,Gaming Consoles,186336.51,3.4,3401
PRD0671,Sane PLC,Beauty & Personal Care,Grooming,299559.74,3.5,4460
PRD0672,"Bahl, Ramachandran and Shanker",Toys & Games,Board Games,269053.06,4.5,259
PRD0673,Wali Ltd,Clothing,Shirts,387197.85,1.0,4924
PRD0674,Ghosh-Gaba,Grocery,Staples,208484.37,4.3,2497
PRD0675,"Natarajan, Rastogi and Chawla",Beauty & Personal Care,Hair Care,298321.19,3.6,3662
PRD0676,Chander PLC,Toys & Games,Puzzles,130881.15,4.0,3362
PRD0677,Dass LLC,Books,History,446295.41,3.6,553
PRD0678,"Chaudhry, Kala and Bose",Clothing,T-Shirts,49411.74,3.8,2246
PRD0679,Ratti-Jani,Home & Kitchen,Storage,33679.85,4.4,2744
PRD0680,"Vyas, Garde and Sarkar",Clothing,Jeans,109847.73,3.0,1574
PRD0681,"Wali, Chowdhury and Bath",Sports & Fitness,Cricket,99107.84,4.4,3135
PRD0682,Bumb-Rai,Electronics,Headphones,213214.35,2.3,1391
PRD0683,"Halder, Mukherjee and Dora",Beauty & Personal Care,Makeup,465400.22,1.9,15
PRD0684,Lal Ltd,Electronics,Cameras,468185.59,3.3,4774
PRD0685,Kohli PLC,Beauty & Personal Care,Makeup,456765.97,3.5,2196
PRD0686,Dass Ltd,Beauty & Personal Care,Makeup,450728.25,2.9,4764
PRD0687,Vora and Sons,Electronics,Smartwatches,358030.85,1.9,2671
PRD0688,"Chaudry, Bora and Choudhry",Home & Kitchen,Furniture,84303.13,2.3,493
PRD0689,"Dewan, Palla and Jayaraman",Grocery,Staples,236824.36,1.9,1805
PRD0690,Tailor Ltd,Books,History,82263.03,2.2,3050
PRD0691,Rajagopalan-Talwar,Toys & Games,Educational Toys,364853.04,2.0,3247
PRD0692,Vala-Buch,Books,Self-Help,469275.27,2.3,4330
PRD0693,Kaul-Mall,Electronics,Cameras,140415.56,4.8,2434
PRD0694,Bansal-Parmer,Clothing,Sarees,157260.4,3.6,2895
PRD0695,"Grover, Chowdhury and Kala",Clothing,Dresses,213789.7,3.5,4111
PRD0696,Chatterjee-Narang,Sports & Fitness,Gym Equipment,228766.83,3.1,3677
PRD0697,Patil-Nagi,Books,Fiction,362110.12,2.1,1541
PRD0698,Kalita Inc,Clothing,Shoes,492296.62,1.3,1847
PRD0699,Salvi PLC,Clothing,Jeans,394615.9,4.1,1296
PRD0700,Samra-Narayanan,Sports & Fitness,Running,454233.66,3.6,1705
PRD0701,Prakash-Pandey,Home & Kitchen,Kitchen Appliances,153776.2,3.8,3125
PRD0702,Borde-Bassi,Home & Kitchen,Kitchen Appliances,198303.77,1.6,2950
PRD0703,Kalla LLC,Toys & Games,Action Figures,100571.39,1.4,1625
PRD0704,"Sarkar, Raman and Khurana",Books,History,133128.92,3.5,1751
PRD0705,Dugar-Mahal,Electronics,Smartphones,176989.83,2.1,2145
PRD0706,"Sawhney, Bains and Grewal",Grocery,Beverages,340203.49,4.7,4075
PRD0707,"Vohra, Sami and Gala",Sports & Fitness,Outdoor Recreation,269484.59,4.1,962
PRD0708,Manne-Balakrishnan,Books,Fiction,464842.07,4.5,4086
PRD0709,Kannan-Viswanathan,Sports & Fitness,Outdoor Recreation,58944.78,4.5,694
PRD0710,Lad-Wable,Clothing,Dresses,402633.23,4.0,2194
PRD0711,Kumer Group,Grocery,Dairy,80496.35,4.5,791
PRD0712,Dyal Group,Home & Kitchen,Furniture,454541.81,2.7,438
PRD0713,Mall-Batta,Books,Self-Help,85332.13,3.7,2657
PRD0714,Gade LLC,Home & Kitchen,Cookware,467189.58,2.0,302
PRD0715,Rajan and Sons,Beauty & Personal Care,Bath & Body,94447.48,4.6,3813
PRD0716,Edwin-Bansal,Home & Kitchen,Kitchen Appliances,340135.32,1.9,457
PRD0717,"Hayre, Ramesh and Anand",Beauty & Personal Care,Hair Care,184847.94,3.5,3371
PRD0718,Kale-Patla,Grocery,Frozen Foods,276001.51,3.3,2746
PRD0719,"Maharaj, Vala and Dyal",Home & Kitchen,Home Decor,17231.59,4.5,3934
PRD0720,Sharaf-Chakrabarti,Books,Science,380535.49,2.7,92
PRD0721,Upadhyay-Ravi,Beauty & Personal Care,Fragrances,8562.05,1.3,4
PRD0722,Palla-Sibal,Clothing,Shoes,354547.31,4.9,4392
PRD0723,Keer-Venkatesh,Grocery,Bakery,30682.04,2.3,4045
PRD0724,"Bora, Pal and Kala",Grocery,Fruits & Vegetables,312430.82,3.9,3593
PRD0725,"Nadig, Keer and Mane",Books,Biography,197882.65,2.9,3192
PRD0726,"Sangha, Ravel and Sagar",Books,History,123657.51,4.1,1242
PRD0727,"Gera, Dhawan and Dara",Electronics,Televisions,367187.83,1.8,2178
PRD0728,"Bava, Vohra and Sarin",Beauty & Personal Care,Fragrances,466065.61,4.7,2107
PRD0729,Parikh-Chana,Electronics,Smartwatches,239751.24,2.5,744
PRD0730,Sheth-Sehgal,Electronics,Smartwatches,133552.82,3.8,412
PRD0731,Pillay and Sons,Grocery,Staples,440236.74,3.8,1426
PRD0732,Balakrishnan-Mall,Toys & Games,Remote Control Toys,143168.86,3.2,3800
PRD0733,Saraf Group,Books,Biography,245927.76,1.1,2048
PRD0734,Kalita-Iyengar,Beauty & Personal Care,Makeup,41897.86,1.3,2490
PRD0735,Mistry-Sarkar,Grocery,Snacks,219840.8,2.6,506
PRD0736,"Oza, Thaman and Prakash",Electronics,Headphones,404198.05,3.9,2100
PRD0737,"Dora, Krishna and Nagi",Grocery,Beverages,173564.73,3.4,771
PRD0738,"Tank, Ranganathan and Dhawan",Toys & Games,Action Figures,247683.34,2.1,3244
PRD0739,Mannan-Puri,Toys & Games,Remote Control Toys,473672.61,3.5,1753
PRD0740,"Batta, Char and Nath",Electronics,Smartwatches,456634.56,2.0,2131
PRD0741,Chatterjee-Goswami,Electronics,Gaming Consoles,138309.77,1.0,46
PRD0742,"Kothari, Char and Cheema",Grocery,Frozen Foods,112459.93,1.6,3557
PRD0743,"Khare, Brar and Dalal",Toys & Games,Board Games,4504.46,3.1,289
PRD0744,Sami-Atwal,Grocery,Fruits & Vegetables,237811.1,2.4,769
PRD0745,Konda LLC,Home & Kitchen,Home Decor,189639.44,2.2,1238
PRD0746,Viswanathan PLC,Electronics,Gaming Consoles,325252.45,4.5,2216
PRD0747,Gopal-Parsa,Beauty & Personal Care,Bath & Body,12216.72,3.5,5
PRD0748,Bansal Group,Home & Kitchen,Storage,198355.08,4.9,3358
PRD0749,Ahluwalia and Sons,Books,History,396097.6,4.6,597
PRD0750,Hegde Ltd,Grocery,Staples,363202.4,2.4,3188
PRD0751,Khurana Ltd,Home & Kitchen,Furniture,272483.38,4.2,1378
PRD0752,Srivastava-Gala,Clothing,Dresses,482253.43,2.5,1896
PRD0753,Solanki PLC,Sports & Fitness,Outdoor Recreation,405386.83,2.6,2674
PRD0754,"Comar, Bhandari and Varma",Books,Biography,126509.66,3.4,2391
PRD0755,Nayak Group,Home & Kitchen,Home Decor,338717.02,2.2,4303
PRD0756,Gole Group,Toys & Games,Remote Control Toys,183854.89,3.6,3867
PRD0757,Samra Inc,Beauty & Personal Care,Grooming,417195.69,1.8,1893
PRD0758,"Bedi, Sharaf and Peri",Beauty & Personal Care,Skincare,17335.43,3.8,1650
PRD0759,"Lad, Batra and Bains",Books,Biography,456922.95,1.8,504
PRD0760,Bassi Group,Grocery,Frozen Foods,373507.95,4.0,2180
PRD0761,Ramaswamy Inc,Beauty & Personal Care,Grooming,358469.67,4.0,1357
PRD0762,Sarna LLC,Sports & Fitness,Gym Equipment,380190.91,1.7,3755
PRD0763,Natarajan-Savant,Grocery,Snacks,46865.28,4.8,3564
PRD0764,Ranganathan-Subramaniam,Sports & Fitness,Running,445630.8,4.8,4285
PRD0765,Peri-Nair,Books,Science,490611.22,1.1,4795
PRD0766,"Mangat, Nagi and Chaudhry",Sports & Fitness,Yoga,17048.03,4.1,1946
PRD0767,"Bhasin, Bose and Dutt",Home & Kitchen,Kitchen Appliances,333590.31,3.8,275
PRD0768,Sethi-Majumdar,Clothing,T-Shirts,200993.95,4.2,3148
PRD0769,Narayanan-Dara,Electronics,Smartphones,16390.65,2.1,4963
PRD0770,Cheema-Raja,Books,Fiction,380657.0,1.4,4906
PRD0771,Shan-Chhabra,Clothing,Shoes,136083.28,3.9,695
PRD0772,"Shetty, Dhawan and Walia",Grocery,Beverages,435091.54,1.9,3628
PRD0773,Ravel-Chana,Sports & Fitness,Gym Equipment,105070.58,1.4,3916
PRD0774,"Chaudhuri, Pradhan and Lall",Books,Self-Help,193169.88,2.3,1193
PRD0775,"Bhardwaj, Rajagopal and Shah",Beauty & Personal Care,Grooming,370470.97,1.6,37
PRD0776,"Ganesan, Gupta and Goda",Beauty & Personal Care,Fragrances,269325.44,1.9,647
PRD0777,Uppal-Chana,Clothing,Shoes,225979.16,2.7,289
PRD0778,Sagar-Kothari,Beauty & Personal Care,Makeup,310002.95,2.7,3128
PRD0779,Sundaram-Vig,Clothing,Dresses,144619.96,1.9,173
PRD0780,Gupta-Jani,Home & Kitchen,Home Decor,184102.36,1.3,1631
PRD0781,Narula-Ben,Books,Non-Fiction,401973.77,2.5,2976
PRD0782,Venkatesh-Luthra,Grocery,Fruits & Vegetables,96160.12,3.3,527
PRD0783,Koshy Ltd,Beauty & Personal Care,Hair Care,18194.12,3.6,4386
PRD0784,"Khanna, Chana and Bora",Electronics,Laptops,32875.71,4.0,4280
PRD0785,Jhaveri PLC,Grocery,Beverages,234786.7,1.7,1520
PRD0786,Ravel-Manne,Sports & Fitness,Running,79605.99,4.1,2111
PRD0787,"Desai, Varkey and Sengupta",Clothing,Jeans,196082.64,3.3,2990
PRD0788,"Goel, Chana and Ganesan",Toys & Games,Dolls,339219.05,4.8,4431
PRD0789,"Jani, Kohli and Sabharwal",Sports & Fitness,Cricket,446137.04,1.7,2658
PRD0790,"Mital, Dara and Solanki",Books,Biography,300129.97,5.0,2584
PRD0791,Chaudhari Group,Books,Non-Fiction,452947.47,3.0,4441
PRD0792,"Ramakrishnan, Chad and Keer",Books,Science,219724.52,4.8,4542
PRD0793,Magar and Sons,Sports & Fitness,Football,410776.66,2.3,3687
PRD0794,Goel Group,Sports & Fitness,Running,218172.91,3.0,2466
PRD0795,Rao-Narayanan,Electronics,Cameras,85392.09,1.8,3415
PRD0796,Mital-Issac,Grocery,Fruits & Vegetables,188906.88,4.0,2190
PRD0797,Khurana-Bal,Toys & Games,Remote Control Toys,442613.4,4.5,3799
PRD0798,"Sathe, Saraf and Kashyap",Toys & Games,Educational Toys,116128.41,2.4,942
PRD0799,"Sankar, Aurora and Mittal",Clothing,Shirts,265235.57,2.8,610
PRD0800,"Sethi, Issac and D’Alia",Grocery,Staples,429133.17,3.5,3019
PRD0801,Sur-Pau,Sports & Fitness,Cricket,397473.03,4.4,1130
PRD0802,Kashyap-Dash,Electronics,Televisions,86930.19,3.0,233
PRD0803,"Prabhakar, Kothari and Balan",Home & Kitchen,Lighting,424917.53,3.6,3576
PRD0804,Salvi-Rana,Toys & Games,Puzzles,497620.57,2.6,2949
PRD0805,Om-Yogi,Books,Biography,466760.39,3.3,728
PRD0806,"Bobal, Parmar and Srivastava",Toys & Games,Remote Control Toys,58673.67,1.7,2
PRD0807,Sanghvi Ltd,Clothing,Sarees,66922.99,1.8,3164
PRD0808,"Lad, Mall and Sharaf",Grocery,Beverages,305918.21,3.0,2673
PRD0809,Varty Inc,Toys & Games,Educational Toys,108687.46,2.8,4789
PRD0810,"Malhotra, Grover and Dhingra",Books,Self-Help,150869.36,2.7,1473
PRD0811,Comar Ltd,Toys & Games,Educational Toys,154268.56,1.0,25
PRD0812,Chadha and Sons,Beauty & Personal Care,Makeup,170808.44,3.3,2582
PRD0813,Pai Inc,Beauty & Personal Care,Skincare,159990.51,1.4,2962
PRD0814,Nori Ltd,Electronics,Gaming Consoles,458300.48,1.0,3515
PRD0815,Ganesh-Sunder,Beauty & Personal Care,Hair Care,415420.26,3.4,1797
PRD0816,"Prabhu, Murthy and Vyas",Grocery,Beverages,374296.8,4.9,712
PRD0817,Kala and Sons,Toys & Games,Action Figures,389232.75,3.4,3590
PRD0818,"Mishra, Bajwa and Pathak",Grocery,Beverages,220601.84,1.4,1204
PRD0819,Mannan and Sons,Books,Self-Help,149969.04,4.8,3137
PRD0820,Banerjee Group,Grocery,Snacks,278988.57,4.6,2823
PRD0821,"Borra, Merchant and Loke",Electronics,Smartphones,83099.07,2.1,1584
PRD0822,Kara and Sons,Clothing,Shirts,460505.79,4.5,3394
PRD0823,Bumb Ltd,Home & Kitchen,Bedding,357967.29,3.4,3028
PRD0824,Dutt-Lall,Home & Kitchen,Furniture,182628.31,2.0,1542
PRD0825,"Kant, Shan and Agarwal",Electronics,Smartphones,426105.92,4.3,3273
PRD0826,Basu Inc,Beauty & Personal Care,Fragrances,318147.75,2.5,2414
PRD0827,Handa Inc,Books,History,147831.09,4.4,2101
PRD0828,"Krishnan, Badal and Bhatti",Clothing,Trousers,49709.0,1.8,2585
PRD0829,Mall Group,Clothing,Trousers,273143.16,2.0,2999
PRD0830,Bahl-Kari,Clothing,Trousers,69014.21,2.5,3182
PRD0831,"Deshpande, Mitter and Som",Electronics,Gaming Consoles,220638.31,4.0,365
PRD0832,"Nagi, Radhakrishnan and Bawa",Clothing,Jackets,72199.23,4.2,2610
PRD0833,Bansal-Varkey,Beauty & Personal Care,Makeup,25768.5,2.6,4630
PRD0834,Rana-Chandra,Toys & Games,Puzzles,259687.06,1.2,2296
PRD0835,"Nanda, Puri and Khatri",Home & Kitchen,Kitchen Appliances,454163.09,2.0,3412
PRD0836,Dugar Group,Toys & Games,Remote Control Toys,399271.45,3.9,1879
PRD0837,Saini-More,Sports & Fitness,Yoga,454982.05,3.7,4068
PRD0838,Krishna Ltd,Sports & Fitness,Running,212633.17,1.9,1481
PRD0839,Balan-Chowdhury,Grocery,Staples,14178.61,4.4,4180
PRD0840,"Kohli, Nair and Ratta",Clothing,Dresses,435333.59,2.2,4357
PRD0841,Oak Inc,Clothing,Sarees,388165.42,4.1,1249
PRD0842,"Bava, Venkataraman and Krishnamurthy",Electronics,Headphones,48063.13,1.7,4526
PRD0843,Sagar-Chaudhary,Home & Kitchen,Lighting,215724.84,3.8,4949
PRD0844,Solanki and Sons,Toys & Games,Remote Control Toys,490284.24,1.2,1680
PRD0845,Dhillon-Parsa,Toys & Games,Educational Toys,228106.59,2.9,2815
PRD0846,Aurora LLC,Electronics,Smartphones,476384.69,4.3,679
PRD0847,Pai PLC,Sports & Fitness,Gym Equipment,30266.3,3.0,2990
PRD0848,Gera PLC,Sports & Fitness,Cycling,334862.88,1.6,420
PRD0849,"Dua, Sodhi and Chana",Clothing,Trousers,300765.22,1.2,1524
PRD0850,Kota-Bahl,Books,Science,313768.36,3.8,2171
PRD0851,Parekh and Sons,Electronics,Smartphones,246081.75,4.3,4029
PRD0852,"Choudhary, Srinivas and Jhaveri",Toys & Games,Action Figures,335708.72,4.5,4685
PRD0853,"D’Alia, Peri and Dhawan",Clothing,Shirts,20006.07,2.9,3006
PRD0854,Raju-Varughese,Grocery,Frozen Foods,421187.49,1.5,4908
PRD0855,Sengupta-Choudhary,Home & Kitchen,Furniture,138698.66,3.0,1267
PRD0856,Natt-Bhattacharyya,Grocery,Dairy,370444.62,3.9,1361
PRD0857,Chaudhari-Madan,Books,Science,341133.99,4.6,1386
PRD0858,Ramachandran and Sons,Sports & Fitness,Yoga,364896.12,4.6,299
PRD0859,Basak PLC,Electronics,Tablets,117694.09,2.1,1366
PRD0860,"Deol, Mitra and Cherian",Beauty & Personal Care,Skincare,185401.93,4.9,2079
PRD0861,Naidu-Sha,Sports & Fitness,Football,335567.25,1.3,2058
PRD0862,Dalal LLC,Electronics,Headphones,492770.38,2.7,4806
PRD0863,"Mitra, Khalsa and Kashyap",Books,Self-Help,338633.51,2.7,319
PRD0864,Sachdev-Wali,Beauty & Personal Care,Hair Care,314562.72,4.0,2821
PRD0865,Bassi LLC,Toys & Games,Board Games,470825.36,4.9,1060
PRD0866,Chaudhuri Ltd,Electronics,Cameras,232224.0,2.5,3724
PRD0867,Bhardwaj Ltd,Clothing,T-Shirts,131817.83,4.3,3285
PRD0868,Vohra PLC,Books,Non-Fiction,264227.88,4.9,2591
PRD0869,"Wali, Nanda and Rastogi",Clothing,Trousers,357955.67,1.0,4319
PRD0870,"Dayal, Parikh and Karan",Books,Non-Fiction,134831.47,4.7,2618
PRD0871,"Bhasin, Sengupta and Barad",Electronics,Headphones,29060.59,4.0,2472
PRD0872,Pall-Prakash,Beauty & Personal Care,Makeup,429650.41,4.2,1483
PRD0873,Iyer-Narasimhan,Books,History,236000.43,3.8,408
PRD0874,"Prabhakar, Din and Verma",Grocery,Fruits & Vegetables,406067.33,1.1,187
PRD0875,Lanka Inc,Grocery,Beverages,299797.18,2.6,1803
PRD0876,Savant and Sons,Clothing,Jackets,166829.84,4.0,4923
PRD0877,Bala-Bhardwaj,Sports & Fitness,Football,356637.62,2.1,4665
PRD0878,Dutt and Sons,Home & Kitchen,Cookware,287146.69,2.8,536
PRD0879,Balay-Sarraf,Clothing,Jackets,169342.3,2.2,658
PRD0880,"Banik, Kala and Varkey",Grocery,Fruits & Vegetables,63863.81,1.4,3475
PRD0881,"Mani, Pradhan and Balay",Beauty & Personal Care,Makeup,23942.0,3.3,1047
PRD0882,"Tank, Hayre and Bawa",Books,Children's Books,51336.94,3.1,935
PRD0883,Wali Ltd,Clothing,T-Shirts,40801.61,3.2,4163
PRD0884,Vasa-Saha,Toys & Games,Remote Control Toys,87645.2,2.6,738
PRD0885,Shanker-Kashyap,Clothing,T-Shirts,408180.23,4.3,3011
PRD0886,Goda-Chada,Home & Kitchen,Furniture,149416.36,4.9,2099
PRD0887,Chaudhuri-Bir,Electronics,Gaming Consoles,82722.19,2.0,1975
PRD0888,"Varty, Magar and Basu",Books,Fiction,325219.21,2.0,4855
PRD0889,"Chahal, Banerjee and Rattan",Toys & Games,Dolls,6877.23,3.0,4105
PRD0890,Som Ltd,Books,Self-Help,56950.1,3.7,2480
PRD0891,"Thaker, Handa and Chakrabarti",Sports & Fitness,Outdoor Recreation,418594.65,1.4,1001
PRD0892,Sur LLC,Grocery,Dairy,79816.41,4.5,3546
PRD0893,"Bains, Sidhu and Khosla",Sports & Fitness,Gym Equipment,493962.8,2.3,1076
PRD0894,Kakar Ltd,Toys & Games,Action Figures,153484.23,3.4,4050
PRD0895,"Sahota, Gole and Chaudry",Beauty & Personal Care,Skincare,248626.16,3.4,896
PRD0896,Dixit Inc,Books,History,435081.93,4.8,1271
PRD0897,"Mall, Tella and Barad",Home & Kitchen,Bedding,185949.46,1.8,1954
PRD0898,Gaba PLC,Home & Kitchen,Home Decor,488851.36,3.0,4473
PRD0899,Ganesh-Kapur,Sports & Fitness,Cricket,470538.02,3.8,2930
PRD0900,Chahal and Sons,Sports & Fitness,Football,96474.22,2.1,2539
PRD0901,Arora-Parmar,Grocery,Bakery,439676.4,1.1,1861
PRD0902,Tak LLC,Home & Kitchen,Lighting,430847.47,4.7,3511
PRD0903,Pathak-Kannan,Toys & Games,Board Games,337342.57,1.2,98
PRD0904,"Ghosh, Dalal and Tak",Beauty & Personal Care,Makeup,78739.38,2.0,2488
PRD0905,"Dube, Ramanathan and Dada",Toys & Games,Dolls,425456.72,1.1,4154
PRD0906,Devi Group,Grocery,Dairy,228989.54,3.0,4547
PRD0907,Basak Inc,Toys & Games,Action Figures,403605.91,2.7,2404
PRD0908,Kant Inc,Clothing,T-Shirts,413157.39,1.7,3645
PRD0909,"Suresh, Wadhwa and Karpe",Grocery,Fruits & Vegetables,278679.94,2.3,1757
PRD0910,"Dave, Nayak and Ravel",Electronics,Smartphones,289331.06,4.3,3730
PRD0911,Upadhyay-Sabharwal,Electronics,Tablets,473498.03,2.5,3303
PRD0912,Patla Ltd,Sports & Fitness,Football,3636.86,4.5,1925
PRD0913,Master PLC,Toys & Games,Puzzles,447795.49,1.7,901
PRD0914,"Bhakta, Mane and Raju",Toys & Games,Educational Toys,463191.53,2.9,4454
PRD0915,Talwar-Kara,Beauty & Personal Care,Makeup,459840.95,2.5,1867
PRD0916,Comar-Sarma,Beauty & Personal Care,Makeup,388891.05,4.0,4624
PRD0917,Chanda-Sarin,Toys & Games,Educational Toys,253971.7,4.0,4854
PRD0918,Thaker Group,Clothing,Jackets,181510.8,3.1,425
PRD0919,Joshi-Krishna,Sports & Fitness,Outdoor Recreation,490508.58,2.8,1783
PRD0920,"Prabhakar, Bora and Patla",Home & Kitchen,Storage,317825.42,4.7,1219
PRD0921,"Dhawan, Bandi and Devan",Beauty & Personal Care,Skincare,328293.69,2.3,2279
PRD0922,"Srivastava, Shukla and Ben",Toys & Games,Dolls,219694.88,3.1,3916
PRD0923,Sanghvi-Jaggi,Clothing,Shoes,144000.38,4.8,3544
PRD0924,Swaminathan and Sons,Clothing,Sarees,445303.78,3.6,2122
PRD0925,"Bhardwaj, Oza and Wagle",Books,Children's Books,145643.55,1.7,1130
PRD0926,Swaminathan-Pradhan,Sports & Fitness,Cycling,171867.63,4.4,3550
PRD0927,"Sahota, Mukhopadhyay and Dhillon",Sports & Fitness,Cycling,449252.77,2.4,3626
PRD0928,"Muni, Mall and Goyal",Home & Kitchen,Home Decor,42509.79,3.4,4991
PRD0929,"Narain, Sarna and Deo",Electronics,Televisions,389459.45,2.7,2592
PRD0930,"Ravel, Khosla and Mani",Home & Kitchen,Cookware,43094.6,3.1,482
PRD0931,Kant-Chandran,Home & Kitchen,Furniture,222034.09,4.2,3464
PRD0932,Bakshi PLC,Home & Kitchen,Furniture,429450.45,2.5,3411
PRD0933,Pradhan PLC,Home & Kitchen,Furniture,260456.45,3.6,3781
PRD0934,Kannan Ltd,Grocery,Beverages,376068.76,2.3,2052
PRD0935,"Setty, Doshi and Kibe",Home & Kitchen,Cookware,55002.05,4.8,670
PRD0936,Thaman Ltd,Books,Children's Books,260392.6,2.5,2371
PRD0937,Patla Inc,Grocery,Frozen Foods,12173.96,3.4,3439
PRD0938,Natt-Saxena,Grocery,Dairy,418105.61,4.9,4133
PRD0939,"Talwar, Madan and Sehgal",Toys & Games,Board Games,137483.62,1.5,2505
PRD0940,Mane and Sons,Sports & Fitness,Running,467460.43,1.5,2714
PRD0941,Sawhney-D’Alia,Toys & Games,Puzzles,310246.04,2.8,2601
PRD0942,Rai-Subramanian,Home & Kitchen,Lighting,275839.78,2.3,4633
PRD0943,"Devan, Sodhi and Issac",Electronics,Cameras,470076.43,3.0,683
PRD0944,Uppal LLC,Toys & Games,Educational Toys,368941.44,1.5,1056
PRD0945,Kala-Shah,Clothing,T-Shirts,350844.39,3.2,2046
PRD0946,"Badal, Sibal and Korpal",Beauty & Personal Care,Makeup,98554.47,2.0,4581
PRD0947,Ranganathan PLC,Clothing,Dresses,221512.92,4.2,3066
PRD0948,Nadkarni LLC,Toys & Games,Educational Toys,183460.79,4.8,4292
PRD0949,Gopal-Bobal,Sports & Fitness,Running,24389.77,4.2,1525
PRD0950,"Dutta, Bobal and Sehgal",Sports & Fitness,Outdoor Recreation,376344.04,1.9,342
PRD0951,Shan Inc,Beauty & Personal Care,Skincare,444526.71,1.1,1980
PRD0952,Wagle-Raman,Sports & Fitness,Cricket,489910.94,2.3,4854
PRD0953,Saraf LLC,Electronics,Smartwatches,336157.84,3.9,4463
PRD0954,"Oak, Palla and Comar",Grocery,Fruits & Vegetables,3228.8,3.0,1844
PRD0955,Chakrabarti-Basak,Electronics,Gaming Consoles,148075.82,4.9,1719
PRD0956,Mangat LLC,Toys & Games,Educational Toys,224543.72,3.2,2550
PRD0957,Muni LLC,Electronics,Smartwatches,335001.37,3.3,3196
PRD0958,"Sundaram, Saini and Patel",Books,Fiction,95954.81,1.8,3716
PRD0959,Banerjee Inc,Toys & Games,Board Games,60127.04,4.5,1415
PRD0960,"Raval, Natt and Sarma",Beauty & Personal Care,Skincare,137594.88,2.2,3571
PRD0961,Konda and Sons,Clothing,Jeans,486351.73,4.0,3239
PRD0962,Chaudhry-Sethi,Home & Kitchen,Storage,177543.33,2.8,4485
PRD0963,Borde-Khatri,Books,Non-Fiction,363912.08,1.1,4359
PRD0964,Doctor Group,Electronics,Gaming Consoles,187879.68,3.4,2477
PRD0965,Dubey Ltd,Clothing,Trousers,334344.01,3.2,855
PRD0966,Bala Ltd,Grocery,Beverages,492739.35,5.0,3353
PRD0967,"Oommen, Hegde and Om",Sports & Fitness,Running,280971.94,2.6,1959
PRD0968,Kapadia Inc,Grocery,Snacks,475811.38,3.0,3457
PRD0969,Chand-Chokshi,Beauty & Personal Care,Skincare,315284.44,1.8,589
PRD0970,Keer and Sons,Clothing,Jeans,39467.04,3.7,2624
PRD0971,Konda Group,Toys & Games,Educational Toys,267389.88,4.0,1383
PRD0972,Dara PLC,Grocery,Staples,199305.11,1.7,4772
PRD0973,Ramesh LLC,Grocery,Fruits & Vegetables,182634.21,2.1,3585
PRD0974,Cheema-Khalsa,Home & Kitchen,Kitchen Appliances,1374.39,2.2,673
PRD0975,"Shroff, Sood and Butala",Books,History,440094.91,3.2,1491
PRD0976,Bhavsar-Chakrabarti,Home & Kitchen,Lighting,245373.68,1.6,1460
PRD0977,Mitra-Setty,Electronics,Cameras,451766.81,4.6,2496
PRD0978,Master Inc,Grocery,Frozen Foods,262067.23,3.2,154
PRD0979,Nayar-Muni,Home & Kitchen,Bedding,392765.58,1.3,1870
PRD0980,"Mohan, Mitra and Sagar",Electronics,Televisions,163280.99,3.3,1422
PRD0981,"Khosla, Golla and Bhatnagar",Electronics,Smartwatches,245722.69,2.4,2831
PRD0982,Narang-Arora,Clothing,Sarees,227177.39,1.3,3112
PRD0983,Sha-Krishnamurthy,Electronics,Tablets,270040.45,2.0,3707
PRD0984,"Kaur, Gala and Patel",Electronics,Smartphones,292739.92,1.1,2418
PRD0985,"Chaudhary, Gokhale and Shere",Clothing,Shoes,201601.85,1.7,3636
PRD0986,"Sarma, Ben and Kulkarni",Toys & Games,Remote Control Toys,70647.16,1.0,3118
PRD0987,Narula Ltd,Beauty & Personal Care,Bath & Body,447689.57,3.4,3099
PRD0988,Rattan-Hari,Grocery,Frozen Foods,269507.5,2.1,1913
PRD0989,Desai Group,Books,Self-Help,417438.58,2.5,1226
PRD0990,Bedi and Sons,Beauty & Personal Care,Grooming,256089.23,3.5,145
PRD0991,"Dhillon, Edwin and Handa",Beauty & Personal Care,Hair Care,372709.84,1.4,982
PRD0992,"Andra, Soman and Warrior",Clothing,Shirts,394941.19,3.9,1699
PRD0993,Kibe-Ram,Grocery,Beverages,96660.13,1.2,1455
PRD0994,"Bava, Sankaran and Krishnamurthy",Toys & Games,Board Games,482813.95,2.0,1885
PRD0995,Pandya-Badami,Clothing,Trousers,431144.63,2.1,1464
PRD0996,Nadig-Gour,Electronics,Headphones,263832.1,4.7,4482
PRD0997,Lata and Sons,Home & Kitchen,Lighting,202580.02,3.7,4713
PRD0998,Dar-Batra,Grocery,Bakery,13465.51,2.2,4789
PRD0999,Bandi Group,Books,Self-Help,497952.63,2.3,2160
PRD1000,Dhawan-Pillay,Toys & Games,Educational Toys,378391.72,2.3,2731
